R,G,B,Skin_NonSkin
56,106,158,0
167,163,115,1
160,166,119,1
47,87,136,0
113,146,209,0
144,143,87,1
246,194,187,1
159,176,233,0
0,191,1,1
98,106,53,1
100,139,207,0
2,135,255,1
108,149,204,0
249,126,92,1
183,179,138,1
171,171,125,1
164,163,112,1
101,116,226,1
194,193,155,1
177,175,127,1
59,63,22,1
162,164,128,1
1,2,0,1
98,113,175,0
105,143,201,0
167,166,115,1
113,157,221,0
194,195,153,1
179,179,131,1
56,61,22,1
57,98,147,0
255,0,128,1
83,33,15,1
201,200,162,1
178,178,132,1
96,92,98,1
32,33,7,1
157,156,100,1
164,162,114,1
57,156,130,1
53,56,24,1
181,179,131,1
172,168,119,1
202,212,252,0
129,163,217,0
0,1,173,1
197,201,152,1
104,107,58,1
174,172,124,1
170,170,116,1
111,139,200,0
4,5,9,1
1,182,0,1
143,145,93,1
152,170,229,0
168,165,114,1
163,162,112,1
172,142,125,1
58,102,156,0
181,173,133,1
176,193,236,0
53,53,17,1
106,148,207,0
69,69,33,1
151,150,94,1
157,161,125,1
201,200,162,1
179,176,131,1
135,136,96,1
56,60,19,1
178,178,132,1
0,151,246,1
53,57,22,1
151,152,102,1
139,131,84,1
139,138,80,1
164,162,114,1
184,176,129,1
158,162,127,1
64,87,132,0
151,192,254,0
16,15,1,1
219,219,255,1
195,194,156,1
13,174,196,1
173,171,123,1
55,98,149,0
172,188,235,0
136,135,85,1
199,197,162,1
181,179,131,1
200,123,66,1
253,252,238,1
131,160,227,0
58,104,158,0
173,171,123,1
201,200,162,1
229,160,97,1
178,176,128,1
74,76,34,1
49,255,246,1
56,96,148,0
129,133,92,1
150,162,120,1
197,195,160,1
181,178,134,1
151,152,102,1
149,191,250,0
112,115,170,0
41,98,73,1
131,133,87,1
157,162,123,1
104,103,69,1
98,152,223,0
43,44,34,1
160,163,124,1
199,197,162,1
64,64,64,1
79,51,210,1
84,132,196,0
167,163,114,1
174,174,128,1
31,32,6,1
84,90,131,0
1,2,0,1
155,189,248,0
173,172,122,1
12,18,7,1
63,64,20,1
136,166,231,0
179,177,129,1
1,0,2,1
141,183,242,0
148,157,221,0
173,172,122,1
15,10,7,1
21,21,3,1
49,99,151,0
201,199,164,1
178,177,126,1
182,183,143,1
23,24,4,1
59,55,44,1
151,163,229,0
44,99,156,0
171,170,120,1
173,154,127,1
132,141,208,0
176,174,126,1
55,56,24,1
201,200,162,1
104,152,224,0
90,138,216,0
94,93,43,1
187,186,142,1
3,185,1,1
103,134,167,0
152,151,95,1
49,89,137,0
178,175,131,1
54,54,18,1
76,74,34,1
164,134,117,1
134,136,84,1
135,138,88,1
206,215,253,0
178,175,131,1
30,29,9,1
152,166,225,0
0,1,0,1
187,185,145,1
173,173,127,1
195,193,152,1
232,161,98,1
77,78,28,1
86,116,181,0
123,122,94,1
162,160,112,1
162,160,112,1
65,114,170,0
161,194,233,0
22,21,1,1
62,63,19,1
77,85,125,0
74,75,55,1
138,157,224,0
1,3,0,1
131,170,222,0
162,165,119,1
199,197,162,1
107,152,209,0
162,158,164,1
171,170,119,1
150,188,252,0
129,132,87,1
147,149,97,1
93,92,41,1
21,31,19,1
117,15,103,1
53,107,160,0
103,145,212,0
177,174,129,1
61,64,48,1
106,105,47,1
158,157,101,1
198,195,164,1
0,0,255,1
99,99,39,1
117,140,166,0
199,198,160,1
112,148,212,0
184,181,136,1
54,54,54,1
56,57,18,1
79,79,61,1
165,163,115,1
151,191,255,0
178,173,128,1
178,177,133,1
8,4,0,1
95,143,221,0
160,164,129,1
156,196,254,0
132,131,73,1
156,160,119,1
169,166,121,1
99,157,229,0
255,255,254,1
53,57,22,1
27,25,7,1
72,74,44,1
182,180,132,1
17,16,6,1
198,198,158,1
103,145,210,0
168,165,114,1
90,85,146,1
119,120,64,1
3,1,1,1
126,126,126,1
163,167,126,1
172,160,148,1
77,79,33,1
138,136,82,1
170,171,121,1
191,191,151,1
21,21,5,1
96,73,57,1
179,177,129,1
176,192,238,0
97,141,212,0
194,207,253,0
164,162,114,1
136,176,228,0
201,200,162,1
134,135,95,1
90,88,34,1
74,80,33,1
0,0,255,1
149,102,71,1
94,140,217,0
65,129,193,0
121,153,219,0
126,133,90,1
156,164,223,0
52,56,21,1
113,144,213,0
180,178,130,1
29,178,205,1
118,151,207,0
84,83,27,1
181,182,140,1
180,181,139,1
117,151,217,0
30,31,5,1
8,2,7,1
92,69,245,1
90,28,17,1
0,255,255,1
108,127,154,0
181,178,134,1
178,175,131,1
60,64,23,1
57,126,196,0
155,173,234,0
140,140,86,1
118,153,226,0
136,76,94,1
177,174,130,1
198,198,158,1
199,197,163,1
167,164,120,1
55,96,141,0
78,79,35,1
133,166,222,0
50,105,255,1
0,191,1,1
46,51,22,1
107,34,80,1
91,68,237,1
153,156,107,1
160,164,129,1
88,104,151,0
44,45,11,1
29,73,42,1
175,173,125,1
103,184,157,1
80,158,121,1
182,179,135,1
38,93,138,0
177,176,132,1
73,72,46,1
37,37,7,1
166,165,121,1
156,153,108,1
54,58,23,1
105,140,213,0
116,114,60,1
57,59,23,1
170,168,120,1
56,61,22,1
145,146,96,1
79,82,33,1
202,201,163,1
106,120,232,1
103,206,201,1
153,151,97,1
161,164,125,1
176,174,126,1
121,159,224,0
119,128,185,0
0,0,163,1
162,165,120,1
183,184,142,1
110,109,53,1
73,75,29,1
34,34,10,1
158,162,127,1
154,156,110,1
50,109,88,1
151,189,254,0
154,157,112,1
100,79,57,1
112,114,85,1
115,114,56,1
93,97,68,1
198,198,158,1
196,196,160,1
47,103,255,1
109,107,59,1
114,114,60,1
179,179,131,1
219,203,190,1
171,170,119,1
176,174,126,1
201,200,162,1
200,195,164,1
158,177,222,0
226,210,204,1
55,113,178,0
34,33,7,1
55,56,16,1
165,163,115,1
50,49,15,1
10,176,207,1
95,139,216,0
168,182,231,0
13,15,9,1
41,92,154,0
68,70,24,1
165,165,117,1
199,209,249,0
63,64,20,1
183,180,135,1
33,35,6,1
151,171,236,0
50,49,15,1
5,255,254,1
153,188,232,0
150,172,230,0
51,50,16,1
165,162,111,1
121,160,212,0
64,103,158,0
168,163,114,1
183,179,138,1
170,169,119,1
62,123,191,0
194,194,154,1
152,151,95,1
153,157,122,1
163,161,113,1
65,66,22,1
78,79,29,1
59,110,172,0
134,137,88,1
173,172,122,1
136,135,77,1
157,194,254,0
175,173,125,1
150,151,101,1
179,177,129,1
181,178,134,1
81,80,52,1
64,113,169,0
148,169,230,0
165,163,115,1
214,208,213,1
30,204,250,1
162,83,140,1
206,189,180,1
190,189,145,1
178,178,132,1
140,144,95,1
156,193,253,0
182,178,137,1
142,179,253,0
37,40,24,1
53,80,214,1
156,159,114,1
172,170,122,1
162,161,111,1
139,142,96,1
28,56,37,1
140,138,80,1
204,214,254,0
138,143,98,1
61,73,13,1
54,95,144,0
0,0,255,1
179,177,129,1
115,168,35,1
17,17,11,1
174,173,123,1
170,171,132,1
144,143,85,1
244,233,229,1
177,174,129,1
175,188,240,0
95,196,194,1
110,148,206,0
138,140,88,1
9,184,251,1
24,22,14,1
95,145,221,0
134,132,78,1
51,65,124,0
169,166,121,1
154,192,255,0
131,131,131,1
70,71,27,1
118,220,215,1
247,249,249,1
112,115,170,0
180,177,132,1
51,93,138,0
96,102,155,0
158,195,255,0
176,174,133,1
150,147,96,1
166,166,118,1
45,89,136,0
88,86,32,1
58,61,22,1
182,179,134,1
141,176,220,0
188,188,142,1
204,202,168,1
100,104,157,0
165,163,115,1
178,175,130,1
165,163,115,1
5,0,190,1
62,63,19,1
57,58,48,1
202,201,163,1
82,90,130,0
157,155,137,1
74,77,32,1
169,167,119,1
50,51,12,1
0,0,255,1
164,178,230,0
0,1,170,1
200,198,163,1
15,15,3,1
164,162,114,1
52,54,18,1
198,198,158,1
54,55,21,1
151,155,113,1
178,175,131,1
197,195,160,1
255,0,255,1
159,157,103,1
184,181,136,1
132,172,224,0
168,165,114,1
54,58,17,1
28,27,7,1
34,57,42,1
6,6,0,1
169,166,115,1
35,34,8,1
173,174,124,1
176,173,128,1
199,197,163,1
130,88,17,1
4,4,0,1
126,166,219,0
124,120,91,1
140,139,81,1
255,255,255,1
142,145,96,1
17,11,4,1
154,157,108,1
53,54,20,1
193,192,154,1
169,172,127,1
92,89,145,1
13,14,4,1
178,175,131,1
173,172,122,1
44,93,139,0
173,142,97,1
161,175,233,0
180,178,137,1
63,117,172,0
124,157,220,0
183,183,147,1
111,151,210,0
117,115,80,1
2,0,0,1
169,172,116,1
177,176,132,1
140,143,97,1
107,156,224,0
190,203,249,0
142,180,228,0
197,196,158,1
170,166,125,1
206,204,164,1
70,120,102,1
150,190,255,0
121,158,216,0
0,2,173,1
180,177,132,1
112,156,217,0
39,40,30,1
88,30,24,1
28,23,2,1
22,23,3,1
56,57,23,1
226,225,211,1
107,110,108,1
181,178,134,1
255,0,255,1
83,31,14,1
139,140,90,1
96,96,42,1
210,204,209,1
4,1,3,1
171,170,119,1
166,166,118,1
185,183,143,1
126,126,126,1
131,173,218,0
20,17,2,1
88,132,215,0
0,0,188,1
137,149,155,1
165,161,112,1
178,177,139,1
155,159,123,1
61,63,21,1
138,137,86,1
84,52,211,1
171,170,120,1
134,137,91,1
54,100,154,0
140,143,94,1
164,162,114,1
99,17,5,1
153,156,111,1
153,154,104,1
115,148,217,0
5,6,4,1
176,181,126,1
102,104,62,1
171,170,120,1
197,197,157,1
114,184,113,1
93,126,195,0
177,176,126,1
60,64,23,1
151,154,105,1
175,191,233,0
150,150,102,1
145,148,93,1
153,159,124,1
139,140,90,1
179,177,129,1
144,183,252,0
39,88,80,1
33,0,139,1
1,0,2,1
120,119,61,1
178,175,131,1
182,179,135,1
188,180,140,1
116,150,210,0
151,187,255,0
198,196,162,1
147,188,250,0
150,151,101,1
178,175,131,1
134,137,98,1
248,250,251,1
250,255,254,1
105,154,222,0
112,139,189,0
152,190,254,0
139,141,89,1
160,163,124,1
106,55,69,1
199,195,160,1
0,0,3,1
182,179,135,1
169,169,123,1
172,168,119,1
42,82,124,0
176,174,126,1
180,177,132,1
9,10,0,1
63,65,29,1
11,21,9,1
50,160,78,1
202,200,165,1
176,175,125,1
67,67,21,1
152,150,96,1
74,29,246,1
141,140,102,1
169,168,118,1
172,169,124,1
8,6,6,1
73,75,29,1
187,122,191,1
181,181,133,1
46,101,152,0
181,183,137,1
53,53,17,1
47,97,255,1
57,24,9,1
191,191,143,1
199,197,162,1
180,178,137,1
181,177,124,1
205,203,173,1
173,190,239,0
66,125,181,0
1,0,5,1
0,2,185,1
7,12,10,1
39,53,42,1
157,154,149,1
188,185,141,1
171,170,120,1
53,57,22,1
150,153,104,1
109,149,208,0
131,131,131,1
89,141,217,0
123,158,214,0
116,115,57,1
174,172,124,1
202,200,165,1
155,172,223,0
55,60,21,1
175,173,125,1
165,178,134,1
70,73,24,1
5,6,4,1
71,81,121,0
201,200,162,1
133,173,226,0
52,57,28,1
239,225,219,1
56,105,161,0
69,69,21,1
88,86,32,1
151,189,253,0
2,1,0,1
16,57,36,1
54,55,21,1
198,199,157,1
255,248,189,1
57,59,23,1
48,92,139,0
78,75,30,1
177,175,127,1
19,19,5,1
52,94,141,0
12,9,5,1
192,192,152,1
197,195,160,1
128,135,238,1
181,178,133,1
167,163,114,1
199,197,162,1
153,155,103,1
64,64,64,1
165,185,233,0
178,177,127,1
185,183,135,1
182,181,137,1
196,195,157,1
175,173,125,1
23,20,5,1
163,167,132,1
62,102,154,0
187,170,127,1
79,81,29,1
178,178,132,1
70,69,31,1
136,138,92,1
209,216,255,0
137,140,91,1
171,170,120,1
174,189,238,0
255,0,128,1
14,14,0,1
176,177,135,1
194,193,155,1
174,179,124,1
88,83,34,1
16,10,3,1
141,181,246,0
65,66,26,1
184,182,158,1
51,55,20,1
58,109,165,0
189,187,147,1
201,200,162,1
149,149,101,1
163,161,113,1
97,101,66,1
173,170,125,1
58,62,21,1
230,111,109,1
60,119,181,0
58,126,193,0
199,197,162,1
192,191,153,1
198,198,158,1
94,132,197,0
2,128,0,1
88,90,38,1
152,151,95,1
143,177,223,0
61,62,20,1
72,69,18,1
136,59,126,1
75,74,46,1
57,62,23,1
53,53,17,1
81,31,9,1
175,177,185,1
62,67,22,1
172,170,122,1
176,170,123,1
175,171,120,1
196,195,157,1
184,174,134,1
63,128,196,0
180,177,133,1
242,226,220,1
53,94,139,0
135,152,17,1
181,182,138,1
161,178,229,0
200,198,163,1
102,101,45,1
108,141,214,0
173,172,122,1
138,139,89,1
198,197,159,1
49,103,150,0
164,162,114,1
162,159,114,1
151,189,253,0
45,40,15,1
51,52,18,1
156,159,120,1
2,0,6,1
138,183,244,0
177,174,129,1
10,7,2,1
118,122,116,1
165,163,115,1
95,143,215,0
164,163,113,1
136,135,77,1
173,171,123,1
40,40,28,1
112,110,79,1
170,168,120,1
84,55,212,1
157,176,237,0
160,164,123,1
68,71,26,1
159,162,123,1
19,25,14,1
183,183,137,1
179,177,129,1
82,53,203,1
42,89,141,0
92,136,219,0
158,156,102,1
200,210,250,0
62,62,22,1
50,94,141,0
164,163,112,1
168,163,114,1
163,162,112,1
247,249,249,1
14,12,4,1
138,96,89,1
178,178,132,1
174,188,240,0
157,158,118,1
62,67,22,1
35,36,10,1
164,168,133,1
177,168,124,1
15,28,12,1
19,8,194,1
205,224,209,1
20,17,3,1
177,175,127,1
110,109,51,1
119,118,60,1
173,173,127,1
53,52,14,1
255,255,255,1
170,169,119,1
165,161,112,1
55,60,21,1
179,179,133,1
175,172,127,1
154,159,120,1
164,162,114,1
55,61,38,1
3,6,0,1
108,214,238,1
28,197,254,1
202,201,163,1
30,209,248,1
167,183,229,0
153,191,239,0
84,82,28,1
163,135,118,1
32,33,7,1
135,179,243,0
49,51,29,1
151,150,94,1
191,191,151,1
134,144,98,1
71,81,121,0
243,248,251,1
55,95,147,0
69,37,250,1
121,120,62,1
51,111,247,1
53,105,158,0
182,182,142,1
158,170,234,0
113,146,215,0
33,35,35,1
182,182,136,1
146,149,100,1
151,150,99,1
173,188,237,0
179,177,129,1
178,176,128,1
203,101,119,1
81,47,207,1
59,74,137,0
41,86,67,1
153,157,121,1
185,185,139,1
120,187,118,1
156,154,123,1
83,183,238,1
117,155,209,0
23,24,14,1
180,177,132,1
178,163,117,1
199,197,162,1
12,11,7,1
174,174,128,1
174,173,123,1
106,224,253,1
200,145,208,1
166,166,118,1
111,93,86,1
69,69,45,1
206,205,171,1
165,163,115,1
54,59,20,1
177,176,126,1
164,167,121,1
177,173,132,1
172,170,122,1
11,12,3,1
143,179,219,0
201,200,162,1
98,149,222,0
130,171,226,0
54,66,38,1
179,177,129,1
152,190,254,0
205,203,173,1
97,92,153,1
91,69,248,1
143,142,86,1
196,197,163,1
79,79,31,1
47,83,59,1
200,198,163,1
145,146,96,1
63,69,28,1
120,121,71,1
76,81,126,0
150,152,100,1
26,115,11,1
181,178,133,1
21,52,23,1
43,97,150,0
239,190,174,1
1,1,1,1
255,255,255,1
166,182,228,0
164,162,114,1
75,85,125,0
101,96,157,1
102,145,224,0
255,0,0,1
42,90,148,0
96,145,221,0
139,138,80,1
0,137,106,1
53,57,22,1
191,192,148,1
55,56,22,1
175,172,127,1
135,146,138,1
163,162,112,1
57,121,186,0
80,92,128,0
183,179,138,1
182,179,135,1
143,142,86,1
118,162,223,0
12,10,2,1
199,197,162,1
6,7,5,1
28,29,20,1
138,139,89,1
53,94,143,0
86,131,212,0
192,193,161,1
176,173,129,1
135,138,82,1
76,79,30,1
55,57,15,1
157,155,101,1
19,7,1,1
190,174,167,1
162,160,119,1
199,197,162,1
201,199,164,1
83,124,193,0
128,128,128,1
168,168,120,1
180,177,132,1
167,166,140,1
169,189,244,0
67,65,35,1
201,199,159,1
138,139,83,1
201,199,164,1
52,54,18,1
33,34,8,1
7,4,0,1
190,191,149,1
181,178,133,1
149,191,250,0
255,0,255,1
172,168,119,1
167,166,116,1
188,187,159,1
60,123,191,0
179,178,174,1
201,200,162,1
192,192,152,1
6,4,3,1
104,140,204,0
148,147,91,1
77,79,33,1
124,166,41,1
182,179,134,1
43,101,153,0
179,177,129,1
192,192,152,1
65,126,192,0
152,155,106,1
139,138,82,1
57,61,25,1
60,62,32,1
6,4,0,1
134,139,88,1
164,162,114,1
138,142,93,1
182,179,135,1
74,76,30,1
146,147,97,1
170,186,228,0
34,33,7,1
90,68,247,1
175,175,129,1
21,22,2,1
0,255,255,1
63,83,148,0
54,59,20,1
57,59,23,1
248,250,250,1
160,163,117,1
91,140,220,0
57,59,23,1
196,196,156,1
205,204,170,1
107,106,68,1
170,166,117,1
246,247,191,1
210,43,188,1
76,84,124,0
77,80,31,1
141,143,97,1
184,181,136,1
91,69,248,1
182,181,137,1
52,56,20,1
201,200,162,1
143,144,94,1
125,132,87,1
172,170,122,1
197,195,155,1
178,176,128,1
175,169,122,1
0,0,0,1
11,72,52,1
194,193,155,1
54,55,13,1
167,163,114,1
135,137,101,1
177,174,129,1
156,160,125,1
62,61,41,1
128,135,190,0
66,67,23,1
144,166,231,0
133,163,228,0
176,177,133,1
178,175,131,1
142,145,96,1
168,166,112,1
58,60,24,1
69,70,26,1
16,15,1,1
183,181,133,1
189,190,148,1
104,104,44,1
199,197,163,1
161,164,109,1
0,123,6,1
99,103,51,1
4,7,0,1
32,33,7,1
182,180,132,1
166,167,117,1
75,101,255,1
97,103,156,0
129,132,87,1
201,200,162,1
220,205,189,1
64,126,197,0
235,244,248,1
205,204,170,1
237,197,162,1
57,119,183,0
154,160,119,1
52,106,153,0
154,99,222,1
157,160,115,1
33,32,6,1
205,204,170,1
134,173,225,0
138,141,92,1
113,116,66,1
7,5,0,1
53,94,143,0
70,72,26,1
69,70,26,1
15,14,0,1
158,161,122,1
155,153,99,1
118,157,212,0
63,63,27,1
64,21,242,1
36,37,5,1
132,85,93,1
15,6,187,1
67,119,179,0
172,171,121,1
164,164,116,1
133,136,87,1
202,200,165,1
246,208,203,1
232,232,226,1
176,173,129,1
164,165,109,1
171,165,112,1
163,166,120,1
173,169,121,1
173,172,122,1
82,91,129,0
180,179,135,1
245,234,230,1
25,28,12,1
180,177,133,1
62,63,19,1
179,177,129,1
128,160,226,0
176,174,126,1
161,160,110,1
176,145,100,1
197,195,160,1
32,31,17,1
98,31,16,1
57,96,135,0
141,139,91,1
107,150,207,0
134,136,84,1
174,174,128,1
77,109,184,0
174,167,112,1
182,180,132,1
178,90,144,1
26,49,34,1
198,198,158,1
172,177,240,0
134,137,98,1
143,144,105,1
82,54,214,1
101,153,224,0
15,14,0,1
129,129,129,1
51,102,165,0
175,172,127,1
157,194,255,0
198,197,159,1
172,168,119,1
34,33,23,1
7,0,9,1
57,58,18,1
178,175,130,1
47,48,14,1
205,204,170,1
62,62,22,1
166,164,110,1
133,167,220,0
72,73,31,1
186,184,143,1
11,10,0,1
212,221,255,0
58,67,47,1
180,177,132,1
171,182,226,0
13,4,174,1
102,136,195,0
129,131,89,1
170,168,120,1
175,172,127,1
53,57,16,1
12,13,3,1
140,140,86,1
189,187,147,1
196,195,157,1
20,20,6,1
150,149,93,1
193,193,153,1
128,132,90,1
109,97,97,1
53,56,17,1
173,172,122,1
123,160,222,0
0,0,4,1
182,183,143,1
135,136,92,1
58,23,233,1
174,172,124,1
177,173,132,1
137,136,85,1
18,15,1,1
178,175,131,1
179,177,129,1
81,85,33,1
78,87,125,0
170,166,118,1
195,193,162,1
40,84,67,1
104,161,230,0
103,102,46,1
44,45,11,1
169,182,234,0
178,175,124,1
146,187,250,0
51,52,36,1
189,189,149,1
162,190,254,0
78,80,34,1
42,96,156,0
2,1,3,1
180,181,139,1
205,204,170,1
160,164,122,1
135,138,93,1
198,124,68,1
87,84,33,1
189,170,119,1
111,153,206,0
30,27,6,1
119,156,218,0
142,141,85,1
172,170,122,1
43,63,111,0
198,195,157,1
20,22,3,1
61,59,18,1
156,159,110,1
163,165,129,1
33,33,3,1
164,167,117,1
114,164,52,1
126,166,218,0
167,165,117,1
163,162,112,1
4,8,2,1
199,197,162,1
35,34,8,1
16,15,1,1
80,107,133,0
186,184,136,1
141,140,82,1
61,59,19,1
11,255,255,1
143,145,93,1
106,143,211,0
175,173,125,1
85,121,191,0
23,59,35,1
165,163,115,1
134,136,137,1
41,44,12,1
138,135,84,1
131,134,89,1
148,124,106,1
1,138,107,1
101,103,57,1
151,188,255,0
180,180,132,1
101,19,7,1
173,172,122,1
0,13,146,1
79,95,132,0
80,132,202,0
179,176,132,1
179,176,132,1
159,162,123,1
68,69,25,1
189,190,146,1
136,139,90,1
139,108,85,1
178,176,128,1
187,188,146,1
166,165,115,1
131,131,77,1
119,166,227,0
169,167,119,1
255,255,255,1
110,87,255,1
35,112,20,1
184,201,244,0
200,198,163,1
178,175,131,1
136,171,221,0
53,114,180,0
179,177,129,1
188,189,150,1
171,171,125,1
172,171,121,1
139,140,90,1
56,56,20,1
165,163,129,1
111,149,207,0
32,33,7,1
101,100,50,1
95,141,218,0
21,42,10,1
33,0,139,1
104,116,234,1
143,142,86,1
137,140,91,1
174,95,176,1
147,149,97,1
81,79,49,1
179,177,129,1
177,177,131,1
172,184,226,0
157,161,125,1
50,108,160,0
132,172,224,0
4,2,1,1
2,2,172,1
137,138,88,1
222,222,222,1
176,175,124,1
57,88,143,0
74,84,124,0
81,80,29,1
56,60,19,1
202,201,163,1
182,183,157,1
173,170,125,1
126,122,81,1
181,176,131,1
42,42,12,1
51,107,156,0
198,196,162,1
181,178,133,1
166,165,115,1
89,134,215,0
47,98,161,0
99,138,206,0
141,140,82,1
172,171,120,1
70,82,130,0
182,177,132,1
56,57,13,1
60,115,90,1
182,179,135,1
41,217,255,1
145,144,88,1
142,181,226,0
60,61,27,1
179,178,152,1
203,201,167,1
121,162,217,0
222,222,222,1
55,56,22,1
13,11,0,1
41,61,109,0
146,179,229,0
78,37,0,1
19,16,2,1
167,164,113,1
137,136,86,1
118,155,223,0
152,172,23,1
58,56,16,1
180,180,134,1
199,198,160,1
163,162,111,1
146,183,251,0
100,146,223,0
183,179,138,1
76,79,30,1
17,17,1,1
136,172,218,0
158,157,101,1
179,180,138,1
158,164,229,0
51,102,165,0
68,69,25,1
126,157,226,0
53,55,19,1
0,0,184,1
178,176,128,1
183,180,136,1
151,152,102,1
164,164,116,1
62,62,62,1
54,55,16,1
49,111,255,1
141,185,249,0
170,187,226,0
53,56,24,1
186,172,160,1
84,52,211,1
15,6,187,1
153,184,245,0
86,89,34,1
196,195,157,1
91,69,248,1
81,82,26,1
148,169,231,0
3,8,0,1
54,53,43,1
180,177,132,1
145,155,215,0
161,165,130,1
173,170,132,1
199,198,160,1
107,158,228,0
43,44,12,1
129,174,218,0
181,179,131,1
99,94,155,1
73,88,127,0
36,36,6,1
4,1,3,1
181,182,138,1
226,166,107,1
46,47,3,1
160,161,111,1
179,177,129,1
156,157,107,1
199,197,157,1
44,48,13,1
175,142,97,1
159,162,123,1
247,249,189,1
201,200,162,1
51,53,17,1
62,63,21,1
149,151,99,1
180,113,180,1
92,97,146,0
41,45,10,1
165,165,117,1
98,154,225,0
164,178,226,0
92,144,220,0
177,177,131,1
185,187,145,1
95,160,91,1
139,135,86,1
125,175,39,1
173,172,122,1
179,176,132,1
130,171,220,0
179,177,129,1
152,172,23,1
78,75,54,1
163,162,112,1
121,156,220,0
99,100,38,1
182,177,138,1
163,163,115,1
183,180,136,1
37,67,42,1
194,77,46,1
155,65,155,1
65,127,191,0
178,175,131,1
124,167,218,0
159,160,110,1
20,17,2,1
164,180,227,0
201,200,166,1
20,21,0,1
172,175,130,1
139,140,90,1
95,143,221,0
206,205,171,1
126,124,94,1
162,160,112,1
88,90,38,1
169,170,120,1
67,132,201,0
157,162,123,1
196,195,157,1
66,115,177,0
77,82,127,0
163,161,113,1
245,209,221,1
151,150,94,1
196,195,157,1
224,124,119,1
51,55,20,1
138,140,88,1
182,183,141,1
154,160,119,1
140,137,92,1
248,181,166,1
210,169,214,1
157,159,113,1
141,144,95,1
201,199,158,1
148,149,105,1
6,33,77,1
203,211,251,0
5,5,0,1
88,184,238,1
161,160,110,1
164,163,113,1
181,180,136,1
104,107,58,1
61,62,22,1
21,15,2,1
31,54,40,1
171,169,121,1
17,17,11,1
11,8,4,1
135,137,91,1
170,169,119,1
81,86,41,1
171,170,119,1
182,172,125,1
147,150,101,1
55,56,17,1
14,14,8,1
159,161,115,1
33,34,8,1
54,103,153,0
162,161,111,1
152,155,110,1
178,175,130,1
39,68,43,1
13,6,187,1
175,173,125,1
47,45,14,1
2,3,0,1
178,178,132,1
56,61,22,1
255,128,0,1
170,170,130,1
199,197,163,1
140,177,233,0
199,197,162,1
54,94,143,0
199,211,215,1
55,56,22,1
181,177,129,1
179,177,129,1
157,165,112,1
1,124,4,1
84,87,62,1
167,168,126,1
50,49,15,1
128,178,238,1
182,179,135,1
30,29,3,1
50,90,138,0
53,57,21,1
201,200,162,1
47,102,153,0
198,198,158,1
0,1,0,1
243,234,230,1
164,163,113,1
76,121,182,0
178,174,133,1
200,198,163,1
4,2,1,1
121,151,210,0
17,17,0,1
20,19,9,1
198,197,159,1
108,110,64,1
101,153,223,0
0,0,255,1
171,169,121,1
139,138,87,1
93,91,37,1
76,46,251,1
54,58,22,1
108,147,221,0
172,167,122,1
149,182,227,0
112,110,80,1
103,221,240,1
178,175,131,1
9,5,0,1
133,73,91,1
191,189,154,1
41,92,148,0
178,179,163,1
82,119,193,0
165,165,119,1
190,188,147,1
55,64,14,1
92,175,90,1
173,171,123,1
157,180,128,1
52,54,18,1
166,187,248,0
69,70,26,1
178,175,130,1
62,62,14,1
121,124,179,0
98,56,73,1
126,130,94,1
117,116,58,1
167,164,120,1
153,154,104,1
191,191,151,1
82,134,204,0
176,174,126,1
131,134,89,1
152,151,100,1
6,6,0,1
2,0,0,1
52,96,143,0
3,2,4,1
185,183,135,1
117,116,58,1
140,140,86,1
19,14,5,1
181,181,135,1
3,3,9,1
44,45,11,1
173,176,137,1
193,192,154,1
74,77,28,1
169,169,123,1
133,136,87,1
196,194,159,1
142,144,102,1
169,167,119,1
40,35,10,1
53,46,237,1
165,163,115,1
122,164,217,0
22,143,28,1
140,143,94,1
199,198,160,1
136,139,90,1
199,197,162,1
178,175,131,1
205,204,170,1
60,45,206,1
93,31,21,1
167,166,116,1
180,180,134,1
30,126,26,1
166,166,118,1
164,163,113,1
45,50,19,1
7,7,7,1
173,169,121,1
155,159,118,1
241,40,251,1
171,170,120,1
228,212,205,1
169,183,231,0
196,195,157,1
131,134,95,1
141,144,99,1
201,200,162,1
164,162,114,1
199,197,163,1
165,167,131,1
165,164,114,1
182,178,137,1
118,152,222,0
170,184,233,0
66,74,21,1
122,124,72,1
191,189,148,1
177,177,131,1
179,176,131,1
51,52,18,1
187,186,142,1
238,201,167,1
20,21,1,1
198,198,158,1
199,197,163,1
203,166,52,1
134,138,97,1
177,175,127,1
107,145,209,0
172,171,121,1
175,173,125,1
98,136,201,0
248,250,250,1
47,49,13,1
197,196,158,1
144,201,146,1
50,112,176,0
152,154,108,1
15,13,132,1
201,200,162,1
151,189,253,0
49,101,147,0
201,200,162,1
59,59,23,1
30,62,37,1
50,52,16,1
199,197,162,1
135,138,99,1
216,221,222,1
180,178,137,1
177,172,127,1
130,95,0,1
168,206,240,0
167,163,114,1
202,201,163,1
139,139,85,1
129,132,87,1
73,79,122,0
179,178,134,1
148,150,98,1
139,142,93,1
50,52,16,1
159,173,225,0
142,141,85,1
87,85,45,1
176,172,137,1
8,1,6,1
99,104,103,1
87,204,183,1
163,75,165,1
38,37,27,1
158,162,120,1
22,63,26,1
95,91,66,1
116,128,134,1
167,163,115,1
154,158,123,1
50,53,14,1
149,185,255,0
11,13,7,1
58,59,43,1
218,175,66,1
195,194,156,1
183,180,136,1
